text,label
"She also gladly accepted the HART CEO position, and then quit that too (w/o accomplishing anything).",0
Then let's not give health insurance to everyone.  I agree. I don't want to enrich the health industry. How about Medicare for all?,0
"Since the shooter was white he has been hood stamped by the media as a ""lone wolf"". So white people can now breath easy that they won't be associated with him - unlike if he were Muslim.",1
sorry dumbass only the maids who work for you are lower middle class you are not robin hood maybe get your head out of you as*,1
"Goddamn. I used to work with Carlos. Kinda rough around the edges, but a damn hard worker.

Rest In Peace dude.",1
"If you give addicts the drugs they need, they don't need to shoot cab drivers and break into cars to get a fix, they can become productive members of society, become entitled and act superior and even leave moronic comments about drug users as stupid as most of the comments on here now.

Honestly people, give your (empty) heads a shake.",1
"Your first claim was : ""After that it won't matter as world population growth will turn negative around 2030.""

Now you are talking about growth RATE which is entirely different.

Tell us an anecdote about something you may or may not have read, is not a citing.

Websites, dates, etc. are required

I did a quick search, and all I could find under CIA and populations are things like the population of Nigeria is expected to hit 480 million by 2050..

https://www.cia.gov/library/reports/general-reports-1/Demo_Trends_For_Web.pdf",0
"James, I was posing the question that people often ask. If mountain biking is more dangerous, then why aren't more bikers harmed than hikers? The obvious rebuttal is that if there are many more times the number of hikers than bikers, then even if biking is more dangerous there could still be fewer injured bikers than hikers. And yet the odds of being injured by a bear would be higher for bikers than hikers. As I attempted to point out, there are no national or statewide figures for numbers of people who hike or bike in bear country, so comparisons are difficult, although in one instance reported by Herrero in Banff, it was evident that bikers were more at risk. Your ""logic-fail"" is you forgot to account for numbers of users.",0
"This one sided, tripe article is yet another example of the pro Islam left having another tantrum.  The US is again being falsely judged by these ""bleeding hearts"". I just read that of the 11,000 refugee from Syria, only 56 were Christians yet they make up over 10% of the population and they are ALL being persecuted.  Gee... I wonder how many Christian refugees Saudi Arabia has taken in? This shouldn't take too long to count. 

You go Mr. Trump!  Ban them all before it's too late and they take over and change everything.  If only we had politicians in Canada that had the same clarity of vision that Mr. Trump has.  They would/will certainly get my vote.",1
"""Smart"" bad guy doesn't carry his own drugs shows he's not that smart when he blabs about it all and gets nabbed in K-town. Hopefully that's the end of the story...",0
"A patheric response obvious from someone who has little formal education , coupled with a feeble and simple mind.
Feel sorry for you Dutchie.",0
"MAUREEN you shrill witch. (sorry I csn't pronounce my 'B"" s)  The first sentence in your draft goes ""We've been conditioned by Hollywood"", NO!!!  We have not. YOU have. You believe all the crap you hear from yourself and all the other lame stream media losers.  You just repeat the crap you saw on TV.  No sense of reality, YOU live Hollywood.",1
I thought that the article clearly explained the logic of the six month window and the responsibility of the US Congress to fix the law that the Trump administration is enforcing. BTW cowards use pseudonyms.,1
If the robots have AI who need owners or other humans for that matter.,0
"Ohhhhhh where did this information come from Wavemaker ?????? Neither was supposed to have cell phones, you need to report this to the debate commission !!!!",0
"Save your comments to share with the family of Seth Rich, a murdered DC guy who bolling dragged day after day after day. The difference is he did it on your favorite network under the context of 'news'....fake news, because faux lies, but he tortured that family when they begged him and the rest of vultures there to stop.
If you don't like my opinions and statements, stop reading - your comments show your craven hypocrisy.",1
"Hope they killed him.... Good Job!

I'm sure lot of innocent lives saved!

I like Spanish police's style.",1
"THEY GAVE THE WITNESS A CAR?!?!?

Are you kidding me?",0
"Paul Reed, really?  Trump is what you consider manly?  That is just plain sad.  

Trump is the least manly president we have ever seen.  Real men don't cry and whine constantly.  Real men don't go puffing out their chest, swaggering around and spouting stupid stuff at every opportunity.  Real men don't dodge service to their community and country.  Real men protect women and children, not predate on them.

Teddy Roosevelt was a real man, Trump is not.",1
"Maybe its time for a cycling license/a mandatory road test. Or cycling insurance? 

How'd you enforce that/insure compliance though. Wearing a badge?

It seems crazy that I can ride a bike on public roads while knowing nothing about bike safety, rules and responsibilities.",0
"I used to blame my little sister every time my stack of blocks fell down too.
Meanwhile.....lets see if these guys can do more than just panic and call in a NY loan shark for an onerous  $2Billion LOC....
Financial savvy....?
Lets find out.",0
The fact that Neshi and council would even consider funding an arena is insane  and  an insult to working people.,0
"Most big companies have life insurance coverage for their employees so why would these liberals think owners should be excluded?
Are they going to reimburse people who risk everything and fail?
Get rid of these idiots before they kill Canada.",1
"(Part three of three)  “The just (just what? MANkind?) will gaze on your face, O Lord.  In this era of violence, “the lover of violence he (the Lord) hates” (Psalm 11:7).  “I will send you the Spirit of truth, says the Lord:  he will guide you to all truth” something badly needed in this era of “alternate facts.”  Ay it be said of the Faithful, “It is this disciple who testifies to these things and has written them (on this blog), and we know that his testimony is true” (John 16:24).  Liturgy of the Word, Reading 302, Saturday of the Seventh Week of Easter I.",0
"Wait a minute.  I  thought that the ""untrained civilians"" were going to pull their gunz and blaze away at their neighbor?  This didn't turn into ""shootout at the OK corral""?  What happened gungrabbers?  Your ""blood in the streets"" narrative didn't work AGAIN!",0
"BLOTUS is a CROOKED treasonous lying sack of puss and blight upon the nation.
BLOTUS must GO.
ITMFA
ITMFA
ITMFA",1
"Why?  Point is we have a president that is just a bit too comfy with the Russians.  I am not one for imaginary fears but I can recognize a great source of corruption when I see it.  Have you started your russian lessons yet?  lol  

Come on Donald, release your tax returns so that we can see how much you owe the Russians.  Stop being a hypocrite.",1
"Chump,is the most condescending fool this nation has ever seen. When a vote is taken to start talking about Chumpcare he gets on his lil soapbox and starts bashing instead of praising those trying to get something done! What a disgrace to Republicans and Americans! The sooner this jacka** is out of office the better!",1
Wailing about the WC where schooling is succeeding.,0
"Not surprisingly, the right-wing mob would rather see Trump win ""bigly"" in negotiations with Canada, such is their blind hatred of Trudeau. 
What a thoroughly disgusting bunch.",1
"If power decided to take your guns, or everybody's guns, they would have them. You have to know this. Armed private citizens pose absolutely no threat to national power. NONE. 

It's a simple question of how much firepower and how many fighters could be mustered at the point of contact.

It's dangerous to think of gun owning as a political act, as an assertion of political power. The days are long gone when rude farmers could fire shots heard around the world with smoothbore muskets.",0
"Who knows, maybe she was writing clandestinely love letters to Putin   ;)",0
"This is it, folks. This kind of article is the best the Left has to offer. Any other way of looking at the world is abhorrent. We just couldn't grasp Hillary's brilliance. If you disagree then you're racist, you're sexist, you're a bigot, you're stupid.

There's no attempt to engage, or debate, just name-calling. Trying to shut down the debate to make sure no one can actually think about what's happening without being branded as a heretic.

It's almost like you've emptied out that bag of tricks.",1
"Coming from the queen of the confused, this is high praise.",0
"Another friendly reminder as to who is the master, & who is the slave.",0
"I am tempted to Mute you, let me tell you, but it is more expedient (and more in keeping with the free exchange of ideas, if we can dignify your stuff with the name of an idea) to let your moronic comments stand. Then people will know how truly Dumb you really are.",1
Yo rube the old lady is playing you like a cheap uke. even got you saying dear dear dear. you are so easy bet old eloisa is laughing her azz off. grow up rube,1
"Another demonstration of raging ignorance in order to prove some private  ""theory.""  Only Anne Boleyn and Catherine Howard lost their heads.  #1 Catherine of Aragon was divorced and lived quietly until her death; #3 Jane Seymour died shortly after childbirth; #4 Anne of Cleves and Henry allegedly never consummated the union (she was too ugly to him) and lived quite nicely and is buried in Westminster Abbey; and finally #6 Katherine Paar outlived him.

You are entitled to your own opinions, but not your own facts.",1
"Utter rubbish.
The entire US deficit would disappear if they just trimmed the military and taxed gasoline the way the rest of the Western world does.",1
"If liberals can choose the shoes that they like, what gives them the idea that they can choose the shoes Melania wears, If they can choose Melania's shoes, does that give Melania the right to choose their shoes? 

America is overrun with selfish fools!! GOD and JESUS CHRIST shoved aside as fools attempt to take THEIR place, are we are finished, as a free country??!",1
"You raise an interesting point, paulsixe, with ""...way more incorporated small businesses than anyone thought.""

Oh, the government knows how many there are.  But, individually, they are anonymous. They're mostly ""little guys""--I was incorporated, too, and worked out of my basement. More of them today than when I did it! 

What the government DIDN'T see coming--because they are short-sighted and driven by the image in the mirror instead of their constituents--Is the backlash of so many anonymous individuals can lead to something the media loves--underdog backlash by ""jus' folks.""  

And the fact they didn't that possibility--or if they did, wrote it off--is just politically stupid.",1
"And at last, David Brooks breaks out of his self-imposed blathering mode and says stuff that is relevant and provokes thought. Ok, maybe it isn't like his supporting the Bush wars in Iraq, but still appreciated by me. 
I doubt very seriously I will be voting for Hillary, unless she has someone like Bernie as her VP, but that has nothing to do with her playdates. I found myself disliking Bill and his willingness to through the very poor under the bus. She is going to make him her economic czar.

Still, I have to put in a word about the voting masses who are causing this odd Presidential cycle. A woman running for the Presidency has a tough job to be taken seriously. The more she shows herself, the more she makes herself and her ordinary human goofiness a target for those who want to say women cannot do this or that. Politics is a reality show these days, and she is competing with a master. Yes, Brooks may be right, she has to enter that ""personal"" mode. Weird.

Hugh Massengill, Eugene",0
Buruma has form for writing this type of nonsense.,1
"""…see lefty when you cut income taxes, people grow the economy and you end up with MORE NET revenue for governments…""

The only thing funnier than your total lack of a grasp of economics is your smugness about it. Trickledown economics is a blatant hoax that you're obviously still falling for.",0
"Has Doyle seen The Baroness Von Sketch show?  Very clever, relevant and funny.  Can someone do politics the way the BvS ladies do today's mores.",0
"I skimmed through yesterday's Question Period and it was depressing.  While The Clown Prince prefers to avoid QP for the same reason the steer prefers to avoid the abattoir, this is the end of parliament until the New Year so it was hard to duck this one.

Trudeau repeated verbatim the same vague, simplistic Liberal talking points he and his ministers have been using for a year in response (actually, in non-response) to every question.  It reminded me why I hadn't watched QP in months - it has become a waste of time and an embarrassing spectacle watching The Boy Blunder and his ministers make fools, liars and weasels of themselves.

But yesterday was a new low inasmuch as there was loud and wide spread laughter at the PM when he recited his ridiculous canned spins on the cash for access issue such as that the Chinese tycoons pay him $1500 a head just to be reminded he will raise their taxes and,. The Trudeau Foundation's 500% increase in donations has nothing to do with him being PM.",1
When do the spineless sycophants in Congress deal with the malignant narcissist and mentally deficient sociopath who is the country's presidential wannabe?,1
"I'll call this out as brazenly ignorant. What would you say if I told you I was XXY, and don't consider myself ""deformed"", even if I do present ambiguously because of it?  I certainly don't consider it anything like cancer.   

Honestly, being so judgemental of those that lie outside preconceived norms reflects worse on those judging, than the judged.",1
"Once again, thanks Shannyn.

Keep holding up that mirror that reflects the hypocrisy of the right.",1
You mean crooked Hillary?,1
"""Addicts should have a place to pursue their addiction.""

===

Perhaps city-sponsored shooting galleries and animal-sacrifice lairs as well. You know, for junkies and satanic-ritual addicts to pursue their addictions in peace.

(For the record, banning smoking or any other perfectly legal adult activity anywhere by ordinance is an overreach by local government. On private property, a business owner can choose to allow or not allow smoking on his premises; potential customers can decide for themselves if they wish to go there and the proprietor can face the consequences, if any, of that decision. But outside, in the open air, ought to be beyond the purview of the city council.)",0
This crooked criminal thug got off very lightly.,1
"aa another hate based ignorant childish insult rather than debate as an adult, , figures coming from the nut job left as usual",1
"What is the City doing about the Kunia Agric. subdivision?  The Church, businesses and residential homes?",0
"WHY WON’T THE TOLERANT DEMOCRATS TOLERATE OUR INTOLERANT RELIGIOUS BELIEFS???

Being a ‘tolerant democrat’ doesn’t preclude calling bigots and fraudsters bigots and fraudsters, Larry.

You want to hold the views you do? That's just super with me! But when you attempt to elevate your beliefs to a public policy level and threaten the basic freedoms of fellow Americans? Well, expect to see some backlash...",0
"No more criminal than Arabs and Muslims choosing to live elsewhere and in Europe and North America without restriction. They are flowing into these regions on a regular basis and being largely welcomed. No one is illegal. Not Arabs, not Muslims, not Syrians, not Israelis, not Jews.",1
A bit of balance,0
so you are denying my statement about how polluted Alta is???,0
He was infatuated with Gabby Giffords and reached out to democrats only.  At one point wanted to work on her campaign.  Nice try,0
"I recall in the old days, the Apple flock immediately bought whatever Jobs told them to. Are they still that stupid?",1
This is just SO wrong.,0
"This is not newsworthy RG. Good for the softball team, surely they will raise enough money for new equipment and improvements.",0
"I'd say condoms, IUDs and The Morning After Pill are better investments on lazy, ill educated kids in your neighborhood, weewili.",0
"That's exactly how ""insurance"" works, silly person.",1
"I wonder will the old runway get a patch job this year and next? What happens to it when the new runway is built?
I see lots of flood mitigation materials there.
 
I would like to point out to people that these airports are the Alaska version of a highway system. A new good size bridge easily hits 55 million these days. No one screams when a new bridge is built to modern standards. There are no kickbacks just an effort to bring local contractors and workers into the hands on slice of the pie.
 
Why wait for a catastrophe to happen? Safety standards are good. Witness the declining death toll in our resources oriented workforce. Pain in the neck? Oh yeah! But damn its a good thing when less of us are maimed and killed because of accidents.",1
These guys may be brilliant economists but when they say that an income tax would hurt EVERYONE a little you have to wonder just how brilliant.  An income tax would only be paid by about 50% of wage earners.  The remainder and those not working would pay nothing.  A combination of a PFD cut and an income tax would hurt all a little but would hurt those who pay an income tax even more.  On the other hand a state sales not only would generate an estimated twice the amount of an income tax but also would impact everyone.  Just as everyone benefits from states service everyone should contribute to pay for those services.,0
"Some women do not have the aptitude to do a man's job.

Doesn't sound fair? Neither was your title.",1
"The irony here should not be lost on us or Doucet. Doucet was angry about being recorded in what he thought was a private conversation. Yet, spying on Canadians was just fine?",0
"Winning!  /s

LMAO...what a useless piece of garbage Trump is.",1
"bono, We own 88,000 Acres of oil & gas leases in Alaska! 

I will ""meddle"", I will protect my oil and gas property rights I own in Alaska. 

I may be moving to Alaska to run for office and help make Alaska great again!

Alaska has lots of oil but big oil owns the government and keeps Alaskans and the smaller competitors out and it is wrong!   

The U.S. bought Alaska in 1867 and Florida helped pay the Russians for it. This ""land is our land"" just like the song says! bono, It is called the United States of America, are you okay with the United part?

I wish you would bid in the next lease sale and help put money into the Permanent fund and keep Alaskans working.

The state loves all money I spend to buy oil and gas  leases and pay royalty and rentals to fund state government! 

Please help me stop them from killing the Alaskans and small guys and gals in the dying Alaska oil business! 

Let's use oil to fund clean energy!",0
He would qualify to be president of the worldwide club of imbeciles.,1
"Freedom of speech does not only include well thought out statements.  It includes ALL statements.  Just because your post is inaccurate and not well-thought-out and the fact that you're a bully and a liar by calling Trump a ""bully and a liar"", you're still well within your right to do so.  Why are lefties like yourself so hypocritical?  Again, it goes to show why Trump won.",1
"This is a bit off the main topic, but was anybody else struck by the fact that an Italian town had a pastor from India? Really? In the priest capital of the world they actually had to import one from another country? 

Here's an idea. Reassign some of the multitude of priests serving as Vatican secretaries and clerks to serve as pastors in those small Italian towns. Then the Indian priests can stay home and their own people can walk out on them when they say something stupid.",1
Perhaps the point being missed is that the current landlords suck!,1
Alaskans are over being pc about willing homelessness.,1
"dont let you clowns out without meds, you lunatics on the left need them",1
"seeing how trumpy callously disregards his proven hateful antics i.e. mocking the NY times reporter, the Billy Bush video with the hot mic, and the Alicia Machado shaming, WTF are we supposed to believe.  Trump insisting the dossier is fake, attacking the media, and him bolstering his ego is not a meaningful attempt assure the public of his fitness for presidency.  I think there is a serious problem and I believe based upon trumpy's reaction there is a high likelihood the disgusting video and the collusion that is mentioned in the dossier exists, if the facts are released to the public we will have a national crisis, but better they are released now then later",1
"Look BJ, if you can sleep voting for the criminal enterprise know as the Clintons you're pretty pathetic.",1
"very thoughtful piece. Yes FB is getting more and more intrusive. And yes FB should be paying us for using it.

Maybe we need a new Facebook which is private ad free and doesnt allow creeping, data mining and algorithms.",0
"I see the creeps are coming out of the woodwork and actually defending this narcissistic, nazi dirt bag.",1
"If Moon wins, I hope he will be able to take a more sensible approach to calm things down. Since 2 decades of 'strategic patience' didn't work and threats only caused the NK leadership to accelerate their military development, a radically new approach is needed to calm things down, but that can only happen, if the 2 Koreas are left alone.
If Moon and his Kim Jong-un can sit down and talk directly, without outside (read: US) interference and cajoling, there is a good chance peace may break out on the peninsula.
Let the Koreans decide. It is THEIR country.",0
"1) ""Insurance Premiums have always gone up"".   So has Mimimum Wage.  So then why are people petitioning for $15 an hour?

It is the RATE at which things goes up that matters.  The RATE has been greater.

2) I do accuse Democrats of jamming through the ACA, just to get a name, without doing anything to really help the problem except give away free insurance that the rest of us wound up paying for.

However, you assume that I do not blame the Republicans at the same time.  Bad assumption.  You distracted the conversation.  I am an Unaffiliated Voter, and I think the Republicans are doing just as bad, if not worse, a job as the Democrats.

3) I agree - the problem has ALWAYS been that each party is more insterested in servicing the wishes of their financial backers (Loobyists) than easing the burden on the lower and middle class.

You are just arguing, putting words in my mouth that I did not say, and not responding.",0
"Trump is a blustering idiot.  If he has been deterred from tweeting, voicing and making even more hawkish gestures, it's only because someone cornered him and forcibly ""explained""  that one more stupid word from his bloviating pie hole might precipitate an actual war.   
What kind of thoughtless, poor-me jerks voted for this moron? Oh, right: The kind that got their widdle feewings hurted by the big bad liberals.",1
It is unbelievable how corrupt our government is.  The State Department seeking to cover the crimes against this nation by a corrupt politician and cabinet member.  Absolutely disgusting.,1
Part of governing is working on more than one issue at a time.,0
"I suspect PrimeMedia and their EWN service was 'captured' years ago.... most of their journalists and their editors are unskilled and the quality of their reporting abysmal.... and repetitive. 
Not all, are bad, but these have to tread a fine line!",0
"The Lake Woebegone theory of income analysis!  ""Everyone is above average""!  Works in our educational system; why not here?",0
"The problem is that we're generating more electricity than we need a lot of the time because of some very poorly thought-out and poorly written contracts signed by the government.

Since electricity can't realistically be stored we need to manage supply and demand, so when we generate more electricity than Ontario households and businesses are using we MUST dump it on someone, no matter how little they will pay us for it (or even if we have to pay them to take it off our hands).

The government could, arguably, charge fair-market price to all users for any given moment in time, but many customers wouldn't like the variability this would cause, so instead they charge a fixed price.",0
SAP is appropriately named.,0
"The Internal Revenue Service is demanding a whopping $7 billion or more in back taxes from the world’s most profitable hedge fund, whose boss’s wealth and cyber savvy helped Donald Trump pole-vault into the White House.

Suddenly, the government’s seven-year pursuit of Renaissance Technologies LLC is blanketed in political intrigue, now that the hedge fund’s reclusive, anti-establishment co-chief executive, Robert Mercer, has morphed into a political force who might be owed a big presidential favor.

Mercer just tried to step down from his hedge fund and step out of the light.

Besides funding Bitebart for Bannon, Mercer also ran Cambridge Analytical, a company Mueller is circling around in the collusion case.  The data-mining firm is implicated in Mueller’s investigation of collusion with the Russians.


Mercer is running scared, and he didn't even stick around long enough to get his payoff from Trump yet.",0
"from  the  usual  whiny   buttsore  loser  crybabies, nowhere  else.",1
"No he didn't because that proposition is patently false, indeed absurd. What if my ""conscience"" rejects the teaching on the Resurrection? Original Sin? Final Judgement?",1
"Preach it, Brother!  The ONLY people who like it are freeloading bums! You should ask someone who couldn't even get insurance before the ACA how they feel about being bum freeloaders who should be scorned.  Shame on you cancer ""victims"" for being the reason insurance carriers charge more for their premiums.  Damn you women for having more body parts and making insurance more expensive for us men.  Let's publicly parade children with birth defects who should have just made better life style choices and make them pull themselves up with their bootstraps (when they get big enough to wear boots of course).  Why can't that old crippled bum who purposely got dementia just die quietly at a freeloader shelter without costing the rest of us more?  Sick people just plain suck and are a drain on the lives of the rest of us.  We should make them ALL wear some kind of patch on their shirts so the rest of us can easily identify these bastard humans.  We hate you lazy freeloading ""victims""!!!",1
Stupid is as stupid does...,1
"Yuck! The king of hypocrisy and former chief bully in charge of attacking and smearing Zuma opponents, now winging about his own activities. Twaddler.",1
"Why should she hold a fat slobs hand..........
........ when she can walk behind and wink at fit young Saudi soldiers ?",1
"Terrorist #1 and terrorist #2 criticizing terrorist #3.

The situation is transparently ridiculous. The people in these countries (plus USA) are so dumbed down that the govts can get away with it without being ridiculed out of existence.",1
"IMPEACH this popular vote LOSING edjit before he commits yet another war crime !!

DUMBEST POTUS EVER !!!!",1
"This is the engineering estimate of NK progress done a few months ago, extremely accurate.

www.space.com/35681-north-korea-intercontinental-ballistic-missiles-threat.html

The North Korean missile program got its start with the importation of Soviet Scuds, which made their way into the nation in the 1970s. North Korea reworked Scud technology into a number of variants over the years, apparently with the help of Soviet engineers (many of whom fled the USSR after its 1991 collapse).",0
They really care about your opinion.,0
I'm glad I'm not the only one.,0
"Not that different from a lot of nut case cult leaders. His cult of ignorant superstition just made it into the big leagues, eventually.",1
""".. ongoing institutional denialism which are even more criminal than the sum total of all the individual crimes of pedophilia.""  So right you are David!  And they want to move on!!!!    LOL!",0
"No, ""george"".

1.  Fluoride already exists in water, and has since the beginning of time.  Fluoridation is not the addition of a foreign ""chemical"" to water, it is simply the increasing of the concentration of that existing fluoride to the level where maximum benefit will be obtained while maintaining that level well below the threshold of adverse effects.

Antifluoridationists demand cessation.  So, what would this accomplish?  Nothing except the loss of benefit of a mineral they will continue ingesting in their water anyway, and removal of the strict controls which maintain the concentration of that mineral at a consistent level, well below the threshold of adverse effects.

There seems to be an obvious disconnect between antifluoridationists and sound logic.

2.  Sodium fluoride is not considered ""toxic waste"" by anyone other than uninformed antifluoridationists who rely solely on hogwash they lazily glean from biased little antifluoridationist websites.

Steven D. Slott, DDS",0
"How about reducing it 30%

Here in Ontariowe, three successive Liberal governments have increased the size of the public sector by 28% over the past 10 years, while the population of Ont grew 9%

What are all those extra public servants doing you ask?

Voting Liberal of course for higher wages, more benefits, larger pensions, etc. at the expense of the private sector

Over $300 Billion in debt to support a bloated bureaucracy",0
"No, bad idea.  He might.",0
"Here is glaring proof of how, as mentally-deficient cat-hoarders so often and mindlessly respew, ""Trap-Neuter-Release is the most effective means of managing feral cat populations. In fact, it is the only proven way to do so.""

The residents of the UK who invented TNR in the 1950's have been relentlessly practicing that failed ideology NATIONWIDE for over 60 years now. And all they have managed to do with TNR is DOUBLE their vermin cat populations -- from 4.1 million vermin cats in 1965 to 7.9 million vermin cats in 2014. And to help, all this time they are still killing them in shelters and legally shooting them to death in rural areas under their animal depredation-control laws. By foolishly hoping and praying that their very own TNR concept will reduce vermin cat populations someday they have now even driven their one and only NATIVE cat species to extinction with their invasive-species vermin ""moggies"" (feral house-cats) --

(continued ...)",0
BINGO !!,0
"Curious about this statement.  ""employment estimates from the Alaska Department of Labor and Workforce Development show that state government on the whole lost 1,400 jobs"".

So a State Government department which is in charge of statistics, has to ""estimate"" what other State Government ""employment"" is?  I know that there are a plethora of government agencies and departments, (too many?) but with the advent of computers and inter government email, shouldn't this be a known number?  Makes one wonder at the veracity of the entire article.

So either the author of this article simply did online research, with journalistic flair and bias, guestimating where necessary, or we have another direct example of how inefficient government workers and departments really are.

True statistics should be based on facts, not guesses or estimates.",0
"Interesting question.  Hypothetically, a female Muslim or Hasidic Jew could petition for equal rights within the mosque or temple, or a Catholic woman could sue for the right to become a priest.

Wouldn't that put the cat among the pigeons?",0
the charter was brought in by the turd's father Pierre whose sole purpose was to enrich the fortunes of lawyers and protect criminals and illegals at all costs,1
"LW3: I'll be you get yourself in a lather women someone calls you ""ma'am"", believing (incorrectly) that it it refers to a ""madam"" who ran/runs a house of ill repute. Educate yourself, your silly feminist harpy.",1
"the spratley Islands and the Scarborough shoal are the Items the new USA Admin are going after , and rightfully so . The Hague has ruled , and common logic knows, that they are building military islands in Philippine waters . This is going to be trouble boys ! Sorry to say - just my feeling on this one!",0
"While he was invading their land and their lives.   He had to kill them.
You will understand it when you see that Karma is real in the real world.
If you go into another man's home and kill him there, there is no excuse.",1
most of these killings are Muslims killing Muslims.,1
"Her contempt for the man transpires through the whole article trying to portray him as phony because he is ""nice""and doesn't make simplistic soundbites that people can remember after the interview?!?  I guess Malema is more fun on that regard and I have never heard any journalist complaining it was ""startlingly difficult to get a sense of the real person behind the politician’s mask"", despite his multiple spectacular flipflops...",0
Say what you will folks but I am doing everything legally in my power to keep my dollars in my hands and away from every one of these blood sucking vermin.,1
I love my platinum girlscout cookies X wifi alien og,0
"The NDP has ""ruined Alberta "" in just two years? Really? Could it be that the collapse in oil prices might have had something to do with that? Or the failure of Conservative governments to save money and control expenses? I'm no NDP fan but your analysis is ridiculous.",1
"Trump making such idiotic statements forces his staff and Republicans in Congress to spend energy trying to construct in the real world the alternate reality that exists in his head.

Just like with healthcare, it ain't happening.

Worst ever.",1
Because you are that stupid.,1
"If you follow hockey and continue to follow the sport, AM will be well known especially when he starts winning medals with Team USA.",0
"""hate""--no one has mentioned that but YOU!  A ""Trump baiter"" uses that language to stir controversy--not playing!",0
"What a stunningly ignorant and bigoted comment.  Let me enlighten you with  few names because you seem to be under the assumption that only Muslims commit mass murder: lansa, roof, holmes, lougher, harris, klebold, page, miller mcveigh, etc. etc..  What are the two key characteristics of these mass murderers?  Oh, let me guess.  They were all mentally ill, in which case we should go with the argument that hate is a mental illness.  Let's now ponder the implications of that assertion.",1
"Hokuleia was not attempting to solve transportation program and is in no way practical as Winter says.  I did, however, appreciate that he did not romanticize ancient Hawaiian life or agriculture.  There was environmental damage done and there were years when the agricultural systems fell apart due to constant warfare and rivalries between chiefs.  Hawaiians have much to be proud of but so do all cultures and peoples.  I am indigenous Mandan and am proud of our ancient practices on the Great Plains. 
That said, and although Nainoa was not searching for answers that are not here, the article is far more balanced and fair than what we usually see coming out of the UH.  The reason is that Winter is a trained botanist, is an actual scientist and scholar,  and was not writing from the propaganda script mandated by Hawaiian Studies.",0
"They got themselves into their current mess by not having the moral courage to stand up to the alt.right craziness. Now we have this amoral moron in the White House, a truly vile person. And they continue to support this disgusting low-life.",1
Has she already forgotten what led to the Holocaust?  She is now among the Klan and the Know Nothings.,0
"Nothing is produced beyond social media outrage at injustices real or imagined.

They'll try and sell you on the concept that their cause is so very important and that anyone that doesn't support them is racist, misogynist, ignorant or an uneducated deplorable.",1
"The issue you raise in this post merits serious consideration, but I don't see its relevance to the Tier 1 PERS issue.

-- Paul",0
"That's a bit harsh but this lawsuit is ridiculous. Can you imagine if victim families sued the military members? If it's good one way, it's good the other way too. This woman needs to accept her husband died in the line of duty. As have scores of others through the years....",0
I lived in one. They are junk. All byler is doing is raking in subsidies and selling crap homes to fools,1
"The problem is that whenever you have a protest, celebration, or parade some idiots want to trash it or riot.
We need to start jailing these jerks.
The English have what they call an ASBO...Anti Social Behaviour Order. We need to start issuing them and enforcing them.",1
"Isn't it so convenient for the Far-Right that they can always count on their hate rhetoric to inspire the violent and mentally ill? This is the bread and butter of the pro-life terrorist movement--hate rhetoric then sit back and watch the ""patriots"" and the ""true believers"" undertake acts of terrorism. It's a strategy that has worked very well for DECADES, they need only keep up with the rhetoric. Americans have made excuses for the violence that occur at women's clinics--the retail terrorism. Meanwhile, the wholesale terrorism of the Republican party--the degradation of healthcare rights for women, continues unabated. 
This double murder belongs to Trump, his the Republican party and their anti-Muslim, woman-hating rhetoric.",1
"Goodbye Joe, Don't let the door hit your RINO butt.",1
Ridiculous.  These activist probably think they have public support???  Think again.,1
"The idea of fractionalized management of resources is of course a horrible idea, especially based on racial lines.  But if someone was going to propose it, one would think at least the proposal would include helping fund the management too.   Oh, that right, you want special privileges and status, and you want someone else to pay for it.",0
"By the way, being gay is not a ""lifestyle"" just like being heterosexual is not a  lifestyle.  It's called a life and it's a life that is none of your concern.  If you don't like seeing gay people and people who support gay people why don't you stay away.  You are not wanted and you clearly don't have anything nice to say so, go home and try to poison your own community.",1
John Cornyn is a worthless POS and needs to resign from Congress.  He was bought and paid for years ago by the bankers and special interest groups.  He is an embarrassment to Dallas Texas and is wrong on virtually everything he says.,1
"Legal age 18? Even though many, many studies have shown smoking weed can harm brain development in young adults, they set the age at 18?",0
"Why would anyone want to hear ANYTHING from a New Yorker? BTW...Great mayor you have, huh? Loser",1
"39% of Canadians elected a playboy and part time drama teacher for PM. So as ridiculous as it sounds, anything is possible. 39% of Canadians and those that voted NDP, are just not very bright I'm afraid.",1
"'Mentally challenged native'? Your comment reeks of the foul miasma emanating from your soul. Keep it to yourself,thank you.",1
"If you called the little pip squeak a ""fascist"" to  his face, he'd probably kill you.  He is a communist.  You may not know the difference, but you CAN learn.  But he certainly is a deranged, egotistical idiot, like someone else we know.",1
"The rats can't wait to turn on each other, trying to deflect from their illegal activities.  Rats to the very end...",1
Take a poll now and see what you get.  The public has become more educated about the issue now and they cannot easily be fooled by the fake outrage types.,0
"These democrat hypocrites can all go to hell.  

Obama invites BLM to the White House and thanks them for stirring up racist violence; crickets from these jerks!",1
"Well, actually no - when it comes to setting faculty pay scale, number of publications doesn't matter at all.",0
Hopefully the widow of the medic he murdered will succeed in taking every penny of from him before Khadr can even get his blood-stained hands on it.,0
"Well well well, isn't this special! The Chumpettes can't even agree and true to form, even their own are scared of this psychopath retaliating. So sad!!! This country is in dire straits!!!",1
